year,make,model,trim,body,transmission,vin,state,qty sold,odometer,color,interior,seller,mmr,sellingprice,saledate
2001,BMW,3 Series,325i,Sedan,manual,wbaav33431fv04138,ca,22,141490,black,black,prestige auto wholesale inc,2275,2500,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,Z3,3.0i,Convertible,automatic,wbacn53471ll46330,fl,19,58128,—,beige,financial services remarketing (lease),6775,3400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Avalon,XLS,Sedan,,4t1bf28b51u157568,fl,34,198212,white,beige,autonation honda sanford,2450,1800,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2001,Toyota,Celica,GT,Hatchback,,jtddr32t710084741,ga,19,200993,silver,black,enterprise leasing co. of georgia,1025,1400,Tue May 26 2015 06:10:00 GMT-0700 (PDT)
2001,Toyota,Highlander,Base,SUV,automatic,jtegd21a210007907,md,38,152104,silver,gray,shannon auto sales,5000,5100,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Camry Solara,SE,Coupe,automatic,2t1cg22p11c429508,md,24,187855,white,beige,ourisman of clarksville inc,950,1200,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u6y0133746,ma,26,170594,white,tan,boch toyota/scion south,3325,3100,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet37432ng80568,ca,33,134705,blue,black,national fleet wholesale inc,2700,3500,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325Ci,Coupe,,wbabn33492pg55522,tx,28,163464,blue,tan,texas direct auto,2150,1300,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2002,BMW,5 Series,530i,Sedan,automatic,wbadt63432ch93791,ma,24,206232,silver,gray,clay subaru,1075,800,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30gx20065512,ca,23,160545,silver,tan,onemain rem/auto cars&trucks,3425,4000,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f720068183,fl,2,167715,silver,gray,magnum motors inc,6100,5800,Tue May 26 2015 02:33:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k92u620394,ma,19,92174,blue,gray,imperial chrysler dodge jeep corp,3550,3000,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53561lm81042,mo,28,114431,white,beige,ed napleton honda,3675,4100,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2001,Toyota,Corolla,LE,Sedan,automatic,2t1br12e01c425710,nc,24,101980,silver,beige,hendrick kia of concord,1725,2000,Wed May 27 2015 07:00:00 GMT-0700 (PDT)
2000,BMW,3 Series,328i,Sedan,automatic,wbaam533xyjr55337,ca,2,173642,green,beige,purple heart services inc,1700,1000,Wed May 27 2015 08:05:00 GMT-0700 (PDT)
2001,Toyota,4Runner,Limited,SUV,automatic,jt3hn87r510354495,nj,25,212575,gray,beige,east coast toyota scion,3425,2250,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2001,Toyota,Camry Solara,SE,Coupe,automatic,2t1cf28p41c508777,nc,2,194528,black,beige,hendrick toyota scion concord,1450,1800,Wed May 27 2015 07:00:00 GMT-0700 (PDT)
2001,Toyota,Highlander,Base,SUV,automatic,jtegd21a210019698,ca,37,166072,white,gray,clear view systems,4875,7200,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k0y0481726,nj,19,171623,silver,gray,east coast toyota scion,1500,1450,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10ux20129756,ca,21,128219,silver,beige,aaero sweet corporation,5000,4100,Wed May 27 2015 04:30:00 GMT-0700 (PDT)
2002,Toyota,Camry Solara,SE,Coupe,automatic,2t1ce22p42c008096,ca,29,186454,silver,gray,enterprise car sales/orange,1400,1200,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,,jtegf21a620032384,ca,39,279060,white,tan,aaero sweet corporation,3350,7700,Wed May 27 2015 04:30:00 GMT-0700 (PDT)
2000,BMW,3 Series,323Ci,Convertible,automatic,wbabr3346yea83205,ca,29,107790,silver,black,aaero sweet corporation,3700,3500,Wed May 27 2015 04:30:00 GMT-0700 (PDT)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b71u195996,ga,28,133973,beige,tan,warner robins chrysler jeep dodge,3150,3300,Fri May 29 2015 04:00:00 GMT-0700 (PDT)
2000,Toyota,Tundra,Limited,Extended Cab,automatic,5tbbt4812ys020594,va,21,149358,red,tan,bud's auto sales,5450,3700,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,7 Series,745i,sedan,automatic,wbagl63422dp60186,ca,29,147797,white,gray,hemborg ford,2975,3000,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,330Ci,Convertible,automatic,wbabs53402ju95048,ca,19,171479,blue,beige,scott robinson honda,3300,1950,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2001,Lexus,IS 300,Base,sedan,automatic,jthbd182910010017,oh,19,212484,black,tan,bobb automotive inc,2100,2350,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,Land Cruiser,Base,SUV,automatic,jt3ht05jxy0093914,fl,19,76133,gray,beige,mercedes benz of delray,7525,7400,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2002,Toyota,Sienna,CE,minivan,,4t3zf19c42u486741,ga,24,161354,beige,tan,carey paul honda,1875,3000,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,M3,Base,Convertible,manual,wbsbr93491ex21058,wa,38,70877,silver,gray,volkswagen of kirkland,9825,15250,Wed May 27 2015 06:20:00 GMT-0700 (PDT)
2001,Lexus,LS 430,Base,sedan,automatic,jthbn30f110020516,ca,2,273679,green,gray,north county auto wholesale,4425,5200,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Sienna,CE,minivan,automatic,4t3zf19c62u486417,ca,29,196330,blue,gray,cabe toyota,1525,2200,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2001,Toyota,Tundra,SR5,access cab,automatic,5tbrt34101s190652,ca,19,178653,black,tan,remarketing by ge/schools first fcu,4100,3600,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,automatic,4t1be32kx2u082661,md,32,131782,black,gray,shannon auto sales,3125,3400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,suv,automatic,jtehf21a020073324,nj,27,179133,blue,gray,dch toyota city,4675,4600,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Tacoma,PreRunner,xtracab,automatic,5tesm92n12z041167,wi,19,93533,red,tan,united motors llc,6675,6000,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,suv,,jtehd21a720015426,nj,22,97196,gold,beige,new rochelle toyota,5575,5300,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,automatic,4t1be32k52u612969,fl,19,177960,gold,beige,mid atlantic finance/clearwater,2500,2700,Thu May 28 2015 08:01:00 GMT-0700 (PDT)
2001,Toyota,Celica,GT,hatchback,manual,jtddr32t210079589,nj,19,178580,black,gray,sharlene realty llc,1425,850,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Corolla,LE,sedan,,2t1br12ex1c449822,va,24,104565,silver,gray,tri state nissan,1725,2200,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2000,Toyota,Camry,LE,sedan,automatic,4t1bg22k1yu993099,mo,19,187026,gray,gray,clay cooley toyota of hazelwood,1400,400,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2002,BMW,X5,4.4i,suv,automatic,5uxfb33562lh38644,co,19,154318,silver,black,jpmorgan chase bank n.a.,3550,2700,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,suv,automatic,jtjgf10u320143756,tx,39,131519,beige,tan,primeritus remarketing/nexus motor trade,5225,6300,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2002,Toyota,Tacoma,Base,regular cab,,5tenl42n92z138572,ca,34,141118,green,gray,autosport autosales,3050,4300,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Land Cruiser,Base,suv,,jteht05j222028459,nj,19,141511,silver,brown,dch wappingers falls toyota auto group,9250,7500,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2001,Lexus,LS 430,Base,sedan,automatic,jthbn30f710038549,tx,29,156866,white,tan,pm standley motorcars,6025,6100,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2001,Toyota,Celica,GT-S,hatchback,automatic,jtddy32tx10050747,ca,29,254931,silver,blue,honda cars of corona,325,1700,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2000,BMW,3 Series,323Ci,convertible,automatic,wbabr3349yeb39220,ca,27,107868,black,black,ed dees,3750,4000,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2000,BMW,3 Series,323i,sedan,automatic,wbaam3341yca89709,fl,19,120568,black,beige,courtesy chrysler jeep dodge,2400,2500,Thu May 28 2015 09:20:00 GMT-0700 (PDT)
2002,BMW,3 Series,325xi,sedan,automatic,wbaeu33462pf65261,nj,24,91087,blue,tan,elite acura,4025,3200,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,M3,Base,convertible,manual,wbsbr93462ex22220,mo,25,101871,silver,gray,manheim st louis,8950,9300,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,sedan,,wbaet37462nj22176,tx,37,89922,gray,—,bmw of west houston,3300,4500,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,suv,,jtjgf10u920123074,fl,19,111184,silver,black,courtesy toyota of brandon,5500,4100,Thu May 28 2015 09:20:00 GMT-0700 (PDT)
2002,Lexus,IS 300,SportCross,wagon,automatic,jthed192820040428,wa,29,93051,blue,beige,lexus of tacoma at fife,4650,8500,Wed May 27 2015 06:20:00 GMT-0700 (PDT)
2002,Lexus,IS 300,Base,sedan,automatic,jthbd192220056479,wa,27,237438,gray,black,lexus of tacoma at fife,2000,3500,Wed May 27 2015 06:20:00 GMT-0700 (PDT)
2002,Lexus,ES 300,Base,sedan,automatic,jthbf30g420043232,ca,3,137727,silver,gray,wells fargo dealer services,3925,4000,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,sedan,automatic,jthbn30f620069986,nc,24,142557,white,tan,honda of concord,6700,6900,Wed May 27 2015 07:00:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,suv,automatic,jtjgf10u020128082,ca,3,164401,blue,beige,mercedes benz of walnut creek,4875,2900,Wed May 27 2015 08:10:00 GMT-0700 (PDT)
2002,Lexus,SC 430,Base,convertible,automatic,jthfn48y420029144,ca,34,75623,white,beige,aaero sweet corporation,13850,12500,Wed May 27 2015 05:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,automatic,4t1be32k52u055609,fl,25,128615,gold,gray,coggin nissan,2975,2700,Thu May 28 2015 06:00:00 GMT-0700 (PDT)
2002,Toyota,Celica,GT,hatchback,automatic,jtddr32tx20133206,wa,2,155783,blue,gray,bellevue nissan,2175,2200,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Camry,SE V6,sedan,automatic,4t1bf32kx2u520267,fl,1,161021,blue,gray,autonation toyota fort myers,2450,2300,Wed May 27 2015 01:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,suv,,jtegf21a120043695,ca,24,99009,gold,beige,national fleet wholesale inc,5850,6900,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,3 Series,325i,sedan,automatic,wbaav33421fu79748,tx,22,186764,white,beige,autonation acura gulf freeway,1575,1600,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2001,BMW,3 Series,330Ci,convertible,manual,wbabs534x1ev86402,ca,21,141693,silver,black,auto finance solutions dba abc remarketing,3450,2800,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,5 Series,525i,sedan,automatic,wbadt43471gx23428,nc,2,260721,black,gray,crossroads ford of indian trail,250,1400,Mon Jun 01 2015 01:31:00 GMT-0700 (PDT)
2002,Toyota,Corolla,CE,sedan,automatic,2t1br12e92c546334,nj,28,96223,red,tan,j & s auto haus,1675,2200,Wed May 27 2015 02:00:00 GMT-0700 (PDT)
2001,Lexus,ES 300,Base,sedan,,jt8bf28gx10305459,nc,2,238428,white,beige,crossroads ford of kernersville inc,1175,900,Mon Jun 01 2015 02:00:00 GMT-0700 (PDT)
2001,Toyota,Camry Solara,SE,coupe,automatic,2t1cf22p31c509461,nv,29,35123,silver,black,unique autos,3225,4700,Fri Jun 05 2015 04:55:00 GMT-0700 (PDT)
2001,Toyota,Tacoma,Base,regular cab,automatic,5tenl42n61z734124,nc,19,172168,white,—,crossroads ford of fuquay-varina,2900,3500,Mon Jun 08 2015 02:00:00 GMT-0700 (PDT)
2001,Toyota,Corolla,CE,sedan,automatic,1nxbr12ex1z482172,fl,32,99313,beige,beige,onemain remarketing services,1850,1400,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2000,Toyota,4Runner,SR5,suv,,jt3gn86r6y0176314,ga,19,230322,white,beige,innovative auto llc,2325,1700,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2000,Toyota,Celica,GT-S,hatchback,automatic,jtddy38t3y0004162,az,28,193667,silver,black,earnhardt,1650,2100,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,sedan,automatic,wbaet37452nj22024,ca,36,132117,silver,gray,kearny pearson kia,2725,2900,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325Ci,convertible,automatic,wbabs33432pg84958,ca,38,137795,blue,gray,newport coast auto com,3575,5600,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,X5,3.0i,suv,automatic,5uxfa53572lp49731,tx,32,157178,green,beige,autonation chevrolet highway 6,3250,3300,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,suv,automatic,jtjhf10u620289895,ca,4,148440,white,beige,clear view systems,4450,6300,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,Z3,2.5i,convertible,manual,wbacn33431lk47167,ca,19,156304,silver,black,foreman financial  inc,3125,2600,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,automatic,jtdbe32k820021675,ca,23,224753,gold,tan,kearny pearson kia,2050,2400,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2001,Toyota,Avalon,XLS,sedan,,4t1bf28b51u178064,tx,19,152905,—,gray,fairway ford henderson,3225,1500,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2000,BMW,5 Series,528i,sedan,automatic,wbadm6348ygu23206,fl,19,129155,black,beige,united acceptance,1750,1300,Thu May 28 2015 08:01:00 GMT-0700 (PDT)
2000,BMW,3 Series,323i,sedan,manual,wbaam3333ykc66645,nc,23,163412,silver,black,hendrick bmw,1675,2000,Wed May 27 2015 07:00:00 GMT-0700 (PDT)
2001,Toyota,Tundra,SR5,access cab,,5tbrt34191s164356,ca,29,214270,red,brown,south coast toyota,3400,3700,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2000,Toyota,Corolla,LE,sedan,automatic,1nxbr12exyz402976,wa,2,126542,blue,gray,volunteers of america western washington,1525,2600,Wed May 27 2015 07:05:00 GMT-0700 (PDT)
2002,Toyota,Camry,XLE,sedan,automatic,4t1be32k82u088863,ga,19,218018,gold,tan,captain auto sales inc,2825,3900,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2001,BMW,3 Series,325i,sedan,automatic,wbaan37451nj11970,fl,25,118355,black,gray,coggin honda of orlando,2625,2300,Thu May 28 2015 09:20:00 GMT-0700 (PDT)
2001,BMW,5 Series,530i,sedan,automatic,wbadt63401cf10598,wa,2,109379,black,black,volunteers of america western washington,3150,4000,Wed May 27 2015 07:05:00 GMT-0700 (PDT)
2001,BMW,Z3,2.5i,convertible,automatic,wbacn33451lm02043,mi,29,143204,red,brown,joyce buick gmc inc,3350,3900,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Camry Solara,SLE,convertible,automatic,2t1ff28p91c505256,fl,23,96699,silver,—,courtesy hyundai,3850,3100,Thu May 28 2015 09:20:00 GMT-0700 (PDT)
2000,BMW,3 Series,323i,sedan,automatic,wbaam333xyfp68395,va,2,64329,silver,gray,purple heart,3275,3600,Thu May 28 2015 04:50:00 GMT-0700 (PDT)
2000,Toyota,Corolla,LE,sedan,automatic,1nxbr12e8yz367452,fl,23,131580,white,—,coggin deland hyundai,1525,1300,Thu May 28 2015 09:50:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,sedan,automatic,wbaev33432kl72332,ga,19,145504,green,tan,five star nissan,2675,1300,Fri May 29 2015 04:00:00 GMT-0700 (PDT)
2002,Toyota,Prius,Base,sedan,automatic,jt2bk12u020069243,md,27,185844,silver,gray,darcars toyota,1125,1300,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,suv,automatic,jtehf21a520068121,az,35,165462,white,beige,darroch motorsports,4600,6000,Thu May 28 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Tacoma,Base,regular cab,manual,5tenl42n12z050471,ca,3,121130,red,gray,tradewinds remarketing,3600,6000,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2002,Toyota,Corolla,LE,sedan,,1nxbr12e52z601859,va,25,161841,white,gray,don beyer volvo subaru kia of alexandria,1500,1700,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2001,BMW,3 Series,330xi,sedan,automatic,wbaav53451fj66110,fl,26,154228,silver,—,coggin honda of ft pierce,2175,2000,Thu May 28 2015 09:50:00 GMT-0700 (PDT)
2001,BMW,3 Series,325Ci,convertible,,wbabs33491jy52441,pa,43,141948,silver,black,r hollenshead auto sales inc,3275,5900,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2001,Toyota,Corolla,CE,sedan,manual,1nxbr12e71z562805,fl,1,186214,red,gray,coggin bmw treasure coast,1025,400,Thu May 28 2015 06:00:00 GMT-0700 (PDT)
2001,Toyota,4Runner,SR5,suv,,jt3gn86r610215991,tx,4,144212,silver,tan,subaru of clear lake,3125,4900,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2001,Toyota,Sequoia,Limited,suv,,5tdbt48a31s008063,va,26,134337,silver,gray,shirlie slack mitsubishi,4250,7000,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2000,BMW,3 Series,323i,sedan,,wbaam3343ykc73345,on,19,154805,silver,black,mercedes-benz,2200,2100,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,suv,automatic,jt6hf10u5y0107803,nc,43,138182,white,tan,richmond bmw,3625,5200,Thu May 28 2015 07:00:00 GMT-0700 (PDT)
2000,Toyota,Avalon,XLS,sedan,automatic,4t1bf28b6yu025266,md,19,164519,silver,gray,darcars toyota,1900,1000,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,X5,3.0i,suv,automatic,5uxfa53542lp41876,wi,19,161892,black,black,financial services remarketing (lease),3100,3500,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2002,BMW,X5,4.4i,suv,automatic,5uxfb33522lh30654,ca,29,162628,silver,gray,lobel financial corp,3375,3100,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,suv,automatic,jtjgf10ux20146699,az,19,158044,silver,beige,pacific funding,4900,4200,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,sedan,automatic,jthbn30f220078281,az,24,103762,black,beige,earnhardt,7500,6800,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2002,Toyota,Sienna,CE,minivan,automatic,4t3zf19c82u439311,az,23,165360,blue,gray,darroch motorsports,2050,1450,Thu May 28 2015 05:30:00 GMT-0700 (PDT)
2001,Toyota,4Runner,SR5,suv,,jt3hn86r219059769,pa,35,191487,black,beige,adcock brothers inc,3575,3700,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,sedan,automatic,wbaev33442kl74879,ga,2,112927,blue,gray,peoples credit company inc,3025,1800,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,7 Series,745Li,sedan,automatic,wbagn63472dr05281,ca,19,183441,red,beige,trade in solutions irvine,3000,2150,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,7 Series,740iL,sedan,automatic,wbagh83481dp25311,nc,25,114294,silver,black,best of clinton inc,3225,4100,Fri May 29 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Avalon,XLS,sedan,automatic,4t1bf28b22u248752,nc,2,222219,silver,gray,fred anderson kia,2500,1650,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,SE V6,sedan,automatic,4t1bf30kx2u501429,mn,19,173428,gray,black,rudy luther toyota,2600,3000,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2001,BMW,3 Series,325i,sedan,automatic,wbaav33451fu80408,fl,2,186210,white,black,d&a fine cars,1450,1350,Fri May 29 2015 02:25:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,automatic,4t1be32k52u055030,fl,24,155970,white,—,david j leahy jr,2700,3000,Thu May 28 2015 08:30:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,,4t1be32k92u002945,md,19,162906,silver,gray,remarketing by ge/manheim baltimore washington,2575,2600,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Avalon,XL,sedan,,4t1bf28b72u203497,nc,34,158059,blue,beige,rick hendrick toyota scion,3050,4200,Mon Jun 01 2015 02:15:00 GMT-0700 (PDT)
2000,BMW,7 Series,740iL,sedan,automatic,wbagh8346ydp13779,fl,27,134559,blue,gray,coggin buick-gmc of orange park,1850,1250,Thu May 28 2015 06:00:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,suv,automatic,jt6hf10u4y0124074,nj,25,118787,silver,gray,car cash,3725,3600,Tue Jun 02 2015 03:15:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,sedan,automatic,wbaet37412nj20965,ma,26,162158,black,tan,boch toyota/scion south,2325,2400,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2002,BMW,5 Series,525i,sedan,automatic,wbadt43412gz99511,nj,24,196599,white,brown,auto lender liquidation center,2100,1650,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,suv,automatic,jtjhf10u420236287,nj,27,123531,white,tan,auto lender liquidation center,4625,4800,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Prius,Base,sedan,automatic,jt2bk18u820068607,nj,19,119676,silver,brown,ht automotive llc,1925,1900,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,sedan,,4t1be32k02u622826,ma,19,177321,beige,tan,boch toyota/scion south,2500,2400,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,suv,,jtehf21a620052431,fl,24,181045,silver,gray,coral springs honda,4600,3700,Fri May 29 2015 02:30:00 GMT-0700 (PDT)
2001,BMW,X5,3.0i,suv,automatic,wbafa53591lm71816,ca,1,165040,silver,black,800 loan mart,2950,1200,Tue Jun 02 2015 06:00:00 GMT-0700 (PDT)
2002,Toyota,Camry Solara,SE,coupe,automatic,2t1ce22p52c007765,fl,33,238502,white,beige,autonation nissan orange park,850,1500,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2001,Lexus,GS 300,Base,sedan,automatic,jt8bd69s310148731,fl,19,246674,green,tan,lexus of palm beach,1525,1600,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2001,Toyota,Highlander,V6,suv,automatic,jtegf21a610018984,fl,39,117460,gold,beige,autonation ford margate,5525,5500,Tue Jun 02 2015 09:00:00 GMT-0700 (PDT)
2000,BMW,5 Series,540i,sedan,,wbadn6344ygm69564,pa,19,103411,silver,gray,r hollenshead auto sales inc,2525,2700,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2001,Toyota,Corolla,CE,sedan,automatic,1nxbr12e61z542321,ma,19,163538,silver,gray,boch toyota/scion south,1200,1200,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2001,Toyota,ECHO,Base,coupe,manual,jtdat123710163092,fl,22,111560,red,gray,autonation honda hollywood,2100,2200,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,suv,,jt6gf10u2y0066171,fl,24,184842,black,beige,lexus of clearwater,2900,3100,Tue Jun 02 2015 09:00:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,suv,automatic,jt6hf10u8y0135773,ma,29,233184,white,tan,boch toyota/scion south,2700,3100,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2000,Toyota,Camry,CE,sedan,automatic,4t1bg22kxyu981128,ma,19,196309,blue,gray,boch new to you superstore,1225,1300,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2000,Toyota,Corolla,VE,sedan,automatic,1nxbr12e6yz304866,fl,19,175712,blue,gray,autonation nissan clearwater,975,800,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2000,Toyota,Corolla,CE,sedan,,1nxbr12e0yz406700,ca,29,208105,silver,gray,aaero sweet corporation,775,1650,Fri May 29 2015 08:00:00 GMT-0700 (PDT)
2000,Toyota,Corolla,VE,sedan,automatic,2t1br12e0yc306338,tn,19,190776,—,tan,hertz remarketing,900,1000,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT)
2000,Toyota,Tundra,Limited,extended cab,,5tbbt4810ys094161,fl,22,144745,red,beige,autonation nissan clearwater,5450,4600,Tue Jun 02 2015 09:00:00 GMT-0700 (PDT)
2000,Toyota,Camry,CE,sedan,automatic,jt2bg22k8y0406546,ma,21,167503,red,tan,boch new to you superstore,1575,1600,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
