year,make,model,trim,body,transmission,vin,state,qty sold,odometer,color,interior,seller,mmr,sellingprice,saledate
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f520081143,ga,27,94476,black,beige,jim ellis,7600,8000,Tue May 05 2015 05:30:00 GMT-0700 (PDT)
2000,Toyota,Camry Solara,SE,Coupe,automatic,2t1cg22p7yc287093,md,19,183415,black,black,darcars toyota of frederick,1100,1050,Tue May 12 2015 06:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,330Ci,Convertible,automatic,wbabs53452ju89293,ca,32,159415,silver,black,credit acceptance corp/vrs/southfield,3550,3300,Wed May 13 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,5 Series,540i,Sedan,automatic,wbadn63422gn87295,ca,34,124798,black,black,credit acceptance corp/vrs/southfield,2325,2600,Wed May 13 2015 05:30:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f320059674,ga,19,215382,green,tan,royal auto sales,4325,5500,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u2y0120993,pa,31,137483,gold,beige,1 cochran of monroeville,3850,3200,Wed May 06 2015 05:00:00 GMT-0700 (PDT)
2000,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r5y0282970,pa,2,155971,black,brown,1 cochran of monroeville,3300,2500,Wed May 06 2015 05:00:00 GMT-0700 (PDT)
2002,Land Rover,Freelander,SE,SUV,automatic,salny22242a379048,pa,2,70657,beige,tan,manheim imports,1950,1500,Fri May 08 2015 01:28:00 GMT-0700 (PDT)
2002,Toyota,Sienna,XLE,Minivan,automatic,4t3zf13c12u474152,sc,27,94718,white,tan,andrew thomas motorcars,2950,3500,Thu May 28 2015 03:15:00 GMT-0700 (PDT)
2001,Toyota,Camry,LE,Sedan,automatic,4t1bf22k91u960568,mn,19,111076,gray,gray,select lane,2850,2400,Thu May 07 2015 03:30:00 GMT-0700 (PDT)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s510008246,oh,3,160513,black,black,bedford auto wholesale,3550,4300,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Land Cruiser,Base,SUV,automatic,jteht05j522019786,md,47,118956,white,tan,sheehy volkswagen,9600,9200,Tue May 12 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Avalon,XL,Sedan,,4t1bf28b22u264305,nc,19,86444,white,beige,primeritus remarketing/dai,3925,4600,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,Corolla,VE,Sedan,automatic,1nxbr12e3yz315193,sc,19,125041,burgundy,beige,hendrick hyundai north,1425,1500,Tue May 12 2015 03:00:00 GMT-0700 (PDT)
2000,Toyota,Camry,LE V6,Sedan,automatic,jt2bf28k7y0241891,nc,19,199059,gray,beige,primeritus remarketing/atlas,1325,900,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Tacoma,Base,Regular Cab,manual,5tenl42n92z098333,wa,25,118638,silver,gray,haselwood chevrolet cadillac buick pontiac gmc,3575,5800,Wed May 13 2015 06:10:00 GMT-0700 (PDT)
2001,BMW,3 Series,325Ci,Convertible,manual,wbabs33411jy40395,va,42,110061,silver,gray,florida auto connection,4025,5700,Thu Jun 11 2015 02:20:00 GMT-0700 (PDT)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y320007247,ca,37,82844,black,white,autohaus,13100,13600,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,Sedan,automatic,jtdbe32k420045388,ca,2,267327,red,gray,riverside auto service & sales,1725,1500,Tue May 12 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b92u236047,pa,28,116744,green,—,1 cochran of monroeville,3900,4200,Wed May 20 2015 05:00:00 GMT-0700 (PDT)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33562lh37154,pa,2,94177,silver,beige,triple s auto outlet,4700,5300,Wed May 13 2015 05:00:00 GMT-0700 (PDT)
2002,Lexus,LX 470,Base,SUV,automatic,jtjht00w623518028,ga,19,162257,black,beige,carworks inc,10450,8500,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,SE V6,Sedan,,jtdbf30k320052235,nv,22,179925,red,gray,david wilsons toyota of las vegas,2600,2100,Fri May 15 2015 04:55:00 GMT-0700 (PDT)
2002,BMW,5 Series,540i,Sedan,,wbadn63422gm74706,pa,33,86780,gray,—,alans autos,1525,5900,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn634x2dr06733,nj,19,140021,blue,brown,gateway one lending & finance,4225,2100,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a71s055668,ca,26,132628,gray,gray,fiesta ford lincoln mercury,4300,3800,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u6y0143788,tx,19,175876,black,beige,autonation nissan dallas,3450,2400,Thu May 14 2015 04:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,SE V6,Sedan,,4t1bf32k52u522296,fl,19,97593,gray,gray,hendrick honda bradenton,3700,2300,Thu May 14 2015 10:00:00 GMT-0700 (PDT)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g725031059,fl,21,151911,black,tan,east coast financial,3700,2700,Fri May 15 2015 02:25:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u820250953,nc,28,123510,black,black,d & e mitsubishi,4675,5000,Fri May 22 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Corolla,LE,Sedan,automatic,2t1br12e62c573281,nj,19,147510,blue,gray,credit acceptance corp/vrs/southfield,1675,1150,Tue May 26 2015 03:45:00 GMT-0700 (PDT)
2002,Toyota,Camry,XLE,Sedan,automatic,4t1be30k52u058870,nj,19,111529,gold,gray,credit acceptance corp/vrs/southfield,3800,1500,Tue May 26 2015 03:45:00 GMT-0700 (PDT)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53501lm89847,fl,19,173212,blue,tan,lexus of clearwater,2950,2000,Tue May 19 2015 09:00:00 GMT-0700 (PDT)
2000,Toyota,Camry,LE V6,Sedan,automatic,4t1bf28k7yu100508,mn,3,235664,silver,gray,purple heart services inc,1775,1700,Tue May 19 2015 07:00:00 GMT-0700 (PDT)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53502lv72889,ca,2,193829,white,beige,veros credit,2925,1500,Wed May 20 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,Z3,3.0i,Convertible,automatic,wbacn53411ll46047,ca,32,222225,silver,—,remarketing by ge/nextgear capital,2075,1700,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
2001,Toyota,Highlander,V6,SUV,automatic,jtehf21a310028070,nj,2,130570,green,gray,burns kull inc,4200,3500,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty1248ya260950,nc,32,142521,red,tan,nextgear capital,1125,1400,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,Corolla,CE,Sedan,automatic,2t1br12e7yc336338,oh,2,262581,red,tan,dt inventory,525,225,Thu May 21 2015 02:00:00 GMT-0700 (PDT)
2000,Toyota,Camry Solara,SE,Coupe,automatic,2t1cg22p4yc301726,nj,19,206725,white,black,auto lender liquidation center,1075,400,Wed May 20 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,Tundra,Limited,Extended Cab,automatic,5tbrt3814ys075668,ga,19,252601,silver,gray,automobile acceptance corp,2525,1800,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a820047629,sc,22,196120,white,beige,volvo of charleston,4800,6300,Tue May 19 2015 03:00:00 GMT-0700 (PDT)
2002,Lexus,LX 470,Base,SUV,automatic,jtjht00w723518572,pa,26,185225,beige,beige,ciocca honda,9925,9000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y720008045,ca,25,81729,gold,brown,ecars,13300,12500,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Tacoma,Base,Regular Cab,manual,5tenl42n52z013438,ca,36,144411,silver,gray,car web,2975,4900,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2000,Land Rover,Range Rover,4.0 SE,SUV,automatic,salpv1540ya441594,ny,19,154957,black,gray,credit acceptance corp/vrs/southfield,800,275,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2002,Toyota,MR2 Spyder,Base,Convertible,automatic,jtdfr320620043212,ca,19,117879,green,brown,m l sim,4350,4600,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83411dp18474,ca,19,112708,silver,gray,vcb international business,3225,3200,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s310001439,fl,35,84355,gold,beige,land rover palm beach,5300,7900,Thu May 28 2015 02:15:00 GMT-0700 (PDT)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f510048190,tx,26,157098,green,beige,lendmark financial services/chesapeake,5800,4800,Wed May 20 2015 03:15:00 GMT-0700 (PDT)
2001,Lexus,GS 300,Base,Sedan,automatic,jt8bd69s910137023,ca,19,137672,red,beige,larry h miller toyota corona,3550,3000,Wed May 20 2015 05:30:00 GMT-0700 (PDT)
2000,Toyota,Tundra,SR5,Extended Cab,automatic,5tbbt4414ys039248,ca,2,314508,white,—,yucca valley chrysler plymouth dodge inc,1900,2600,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,330i,Sedan,automatic,wbaev53462km15928,az,34,90196,blue,beige,earnhardt,3900,6500,Thu May 21 2015 05:00:00 GMT-0700 (PDT)
2002,BMW,M3,Base,Coupe,,wbsbl93402jr15956,pa,39,77317,red,gray,nextgear capital,13400,13900,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,manual,wbaev33492kl56457,ga,21,148851,blue,gray,nalley acura,2400,2600,Tue May 26 2015 06:00:00 GMT-0700 (PDT)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s610004285,ga,19,138291,black,tan,nalley infiniti decatur,4300,4500,Tue May 26 2015 06:00:00 GMT-0700 (PDT)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g710320680,il,19,94120,gray,black,mcgrath lexus of chicago,4525,2500,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2001,Lexus,ES 300,Base,Sedan,,jt8bf28g715106131,pa,27,134088,silver,gray,tdaf remarketing,3675,3300,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2001,Toyota,Prius,Base,Sedan,automatic,jt2bk12u310015143,ga,2,148602,green,gray,capital auto auction,1500,800,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,5 Series,525i,Sedan,automatic,wbadt43452gy40930,tx,43,173057,blue,beige,bmw of arlington,2350,2300,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f520089209,pa,31,64197,silver,black,r hollenshead auto sales inc,8800,8600,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g920061404,ga,25,149927,gold,tan,momentum motorcars,3475,4900,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192720053688,pa,27,120304,white,beige,r hollenshead auto sales inc,5175,4800,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u720270868,pa,35,59709,beige,beige,r hollenshead auto sales inc,5225,7000,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u420255020,ne,37,71287,white,tan,performance toyota-scion of lincoln,5250,10800,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2002,Toyota,Corolla,CE,Sedan,,1nxbr12e52z579300,fl,19,158403,beige,gray,enterprise vehicle exchange / rental / tulsa,1350,1600,Fri May 22 2015 02:25:00 GMT-0700 (PDT)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k12u570350,nc,24,169006,silver,gray,boyd brothers ford inc,2725,3600,Mon May 25 2015 02:00:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,,jtehf21a820068856,nc,19,256664,blue,beige,crossroads infiniti inc,3725,5600,Mon May 25 2015 02:00:00 GMT-0700 (PDT)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g815107840,mn,19,132302,silver,black,floorplan xpress llc,3650,2300,Thu May 21 2015 03:45:00 GMT-0700 (PDT)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28gx10323931,ga,25,202938,white,tan,momentum motorcars,2000,2700,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2001,Toyota,Highlander,V6,SUV,automatic,jtegf21a310026878,fl,24,113184,silver,gray,enterprise vehicle exchange / rental / tulsa,5925,4500,Fri May 22 2015 02:25:00 GMT-0700 (PDT)
2001,Toyota,Corolla,LE,Sedan,,1nxbr12e01z432509,nc,19,187822,beige,beige,crossroads infiniti inc,1100,1300,Mon May 25 2015 02:00:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u2y0150334,tx,31,122484,silver,gray,mercedes benz of georgetown,3850,4700,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53552lv72757,ca,39,170542,green,tan,walters auto sales/service inc,3425,3800,Wed May 20 2015 05:15:00 GMT-0700 (PDT)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g715104525,pa,2,90755,black,black,criswell honda,4600,3600,Fri May 22 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Highlander,V6,SUV,,jtegf21a010018429,pa,37,175168,blue,gray,daniel thomas sales,4750,4300,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2000,Toyota,Corolla,VE,Sedan,manual,1nxbr12e9yz382798,fl,19,143658,black,tan,ed morse mazda lakeland,1300,1300,Thu May 21 2015 08:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,automatic,wbaev33432kl67244,ga,19,156934,silver,gray,davis automotive,2250,2800,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2002,Toyota,Celica,GT,Hatchback,,jtddr32t420116613,pa,22,95904,silver,black,nawi leasing inc,2900,4400,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2001,BMW,3 Series,330Ci,Coupe,,wbabn53491ju32133,tn,2,1,silver,—,titlemax/clarksville tn1,4625,1150,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2001,Toyota,Highlander,Base,SUV,automatic,jtegd21a310011173,ca,2,237076,black,gray,marin auto group,4625,3300,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2000,Toyota,Camry Solara,SE,Coupe,automatic,2t1cg22p0yc291888,fl,19,283164,blue,black,king hyundai,675,800,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,325xi,Sedan,automatic,wbaeu334x2pf71208,pa,28,195938,black,tan,bmw of sterling,1575,1700,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,manual,wbaet37472nh00028,ma,19,151139,silver,black,molloy's service center,2475,1850,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
2002,BMW,5 Series,525i,Wagon,automatic,wbads434x2ge10476,oh,2,132719,silver,gray,remarketing by ge/columbus metro fcu,3350,2000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325xi,Sedan,automatic,wbaeu33492pf69823,tx,28,91052,silver,black,automotive remarketing inc,4075,1700,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u820139637,nc,39,133746,silver,black,parkway automotive group,4650,5900,Fri May 22 2015 02:30:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f920057735,ga,32,196691,green,beige,asbury automotive group,5325,5500,Tue May 26 2015 06:00:00 GMT-0700 (PDT)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f220078460,oh,19,188470,blue,beige,remarketing by ge/columbus metro fcu,5475,3200,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Camry Solara,SE,Coupe,automatic,2t1ce22p02c012324,fl,28,74188,gold,beige,napletons north palm auto park inc,2250,4600,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2002,Toyota,Camry Solara,SE,Coupe,automatic,2t1ce22px2c007843,oh,1,161537,red,gray,citizens financial services,1650,550,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2002,Toyota,Celica,GT,Hatchback,automatic,jtddr32t720133292,nj,19,182576,silver,gray,auto equity loans of de llc,1800,700,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2001,BMW,3 Series,325i,Sedan,automatic,wbaav33431fu87616,nc,19,200446,blue,tan,hendrick toyota scion wilmington,1375,1400,Fri May 22 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Sienna,XLE,Minivan,automatic,4t3zf13c02u437982,ma,32,187870,silver,gray,boch new to you superstore,2400,3000,Thu May 21 2015 11:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a920034586,ga,35,217477,white,tan,carworks inc,3500,7900,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,automatic,jtehf21a520079717,oh,24,165747,beige,beige,aex credit services,4800,4200,Thu May 21 2015 02:00:00 GMT-0700 (PDT)
2001,BMW,3 Series,325i,Sedan,manual,wbaan37471ne55819,fl,19,171420,—,gray,dt inventory,1850,700,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13c52u461744,ca,23,189800,blue,gray,san luis bay motors inc,2100,2300,Thu May 21 2015 06:00:00 GMT-0700 (PDT)
2001,Lexus,GS 300,Base,Sedan,automatic,jt8bd69s210121021,mi,19,107054,purple,black,jpmorgan chase bank n.a.,4200,3600,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm6349ygv03890,nc,2,150882,gold,—,auction direct usa raleigh llc,1750,2400,Mon May 25 2015 02:00:00 GMT-0700 (PDT)
2000,BMW,3 Series,323i,Sedan,,wbaam3349yfp74729,pa,39,105342,black,black,buick gmc of mahwah,2575,2350,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2000,BMW,X5,4.4i,SUV,automatic,wbafb3340ylh00986,ca,26,113123,gold,tan,lobel financial corp,2375,2600,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,automatic,wbaev33492kl76949,tx,28,184441,gray,black,westlake financial services,1925,1850,Tue May 26 2015 03:30:00 GMT-0700 (PDT)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53542lp56295,fl,26,170307,white,tan,lauderdale bmw of fort lauderdale,2975,2200,Fri May 22 2015 02:35:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,automatic,wbaev33422pd56225,md,19,232633,white,tan,darcars of fairfax,1300,1300,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,X5,4.6is,SUV,automatic,5uxfb93552ln78336,md,35,115814,black,black,lexus of silver spring,5700,5800,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g725036861,md,23,179811,silver,black,darcars toyota of baltimore,3000,2500,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63411cf05037,md,2,113858,red,tan,darcars chrysler jeep of rockville,2700,1400,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a520064677,md,21,167112,silver,tan,darcars of fairfax,4950,4000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Land Cruiser,Base,SUV,automatic,jteht05j122025214,co,19,172314,white,gray,bellco fcu,8900,6000,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k62u004782,md,29,171293,blue,tan,lexus of silver spring,2525,2300,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2001,Lexus,LS 430,Base,Sedan,,jthbn30f910016052,pa,4,67228,gold,tan,gipes auto sales,6975,9400,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2001,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r010342787,nc,2,145865,green,—,primeritus remarketing/cur,4600,3700,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2001,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e31z448817,ma,2,130954,red,black,boch honda west,1550,2300,Thu May 21 2015 11:30:00 GMT-0700 (PDT)
2000,BMW,Z3,2.8,Convertible,manual,4usch3349ylf43585,fl,34,114159,black,—,lauderdale bmw of fort lauderdale,5175,6300,Fri May 22 2015 02:35:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,SUV,automatic,jt6gf10uxy0074874,nv,2,211798,silver,—,automotive remarketing inc,2725,1650,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k8y0470134,md,29,124343,silver,gray,darcars chrysler jeep of rockville,1850,1500,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,Camry,LE V6,Sedan,automatic,4t1bf28k2yu934752,md,19,89393,red,tan,darcars toyota of baltimore,2550,1800,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r4y0262323,md,19,152189,black,beige,355 toyota,3450,3400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet37422ng82263,ca,2,169539,black,black,california auto finance,2225,1700,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63432dp52887,il,27,87629,silver,black,remarketing by ge/oak trust credit union,4250,5500,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2002,BMW,3 Series,325i,Sedan,automatic,wbaev33492kl77390,fl,21,149909,white,beige,autonation ford sanford,2375,2900,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63452dp61025,fl,19,168611,blue,tan,autonation chevrolet west colonial,2525,3100,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y720026769,fl,49,64979,gold,beige,tamiami ford inc,14700,15800,Tue May 26 2015 02:00:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a520062413,ca,32,150261,gold,beige,cig financial,5175,7500,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13c02u465815,ga,19,170653,silver,gray,autonation toyota mall of georgia,2350,2800,Tue May 26 2015 05:50:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u620120245,ca,28,53716,silver,black,south bay mazda,5850,7400,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192620058994,ma,27,139725,silver,black,lexus of warwick,4600,3600,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53421fj71152,ca,27,204362,gray,red,mid atlantic finance/clearwater,950,2200,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63411cf11825,fl,2,112211,silver,black,autonation toyota scion weston,3200,2100,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2001,BMW,5 Series,525i,Wagon,automatic,wbads43441gd86075,va,23,159441,silver,gray,ace motor acceptance corporation,1350,225,Thu May 28 2015 04:50:00 GMT-0700 (PDT)
2001,Toyota,Celica,GT,Hatchback,automatic,jtddr32t010099985,fl,2,160020,red,gray,autonation nissan miami,1775,1600,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2001,Toyota,Camry,LE,Sedan,,4t1bf22k41u965774,fl,19,138641,gray,gray,autonation honda hollywood,1775,1300,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2001,Toyota,Camry,LE,Sedan,automatic,4t1bf22k11u116203,mo,26,104922,red,beige,primeritus remarketing/best deal motors,2225,2350,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2000,BMW,Z3,2.8,Convertible,manual,4usch3340ylf41997,tx,36,79866,red,black,texas direct auto,6725,7900,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
2000,BMW,3 Series,323i,Sedan,manual,wbaam3347ykc68441,ca,26,204720,gray,gray,800 loan mart,1100,1100,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2000,BMW,3 Series,323Ci,Coupe,manual,wbabm3343yjn61406,fl,3,117490,silver,gray,mercedes-benz of coconut creek,2775,2900,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2001,Lexus,LX 470,Base,SUV,automatic,jtjht00w713505254,fl,35,224893,blue,beige,autonation toyota pinellas park,9125,7200,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2001,Toyota,Sequoia,SR5,SUV,automatic,5tdzt34a51s052841,fl,28,126273,gray,gray,d&a fine cars,3950,4400,Fri May 22 2015 02:25:00 GMT-0700 (PDT)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u5y0122804,nj,31,193560,white,brown,route one corporation,3100,3100,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2000,Toyota,Corolla,LE,Sedan,,2t1br18e2yc334651,pa,2,124770,beige,tan,car sense inc,1475,800,Tue May 26 2015 06:01:00 GMT-0700 (PDT)
2000,Toyota,4Runner,Limited,SUV,automatic,jt3hn87r8y0276899,pa,2,148465,white,brown,zeigler honda amherst,5350,2550,Wed May 27 2015 05:00:00 GMT-0700 (PDT)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g820069963,ga,32,89087,silver,gray,lexus of greenville,4550,6300,Tue May 26 2015 06:00:00 GMT-0700 (PDT)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u920127853,ga,19,225061,gold,tan,lexus of greenville,3925,4900,Tue May 26 2015 06:00:00 GMT-0700 (PDT)
2002,Toyota,Camry,SE,Sedan,,4t1be32k92u621058,md,19,166275,silver,black,darcars toyota,2500,1600,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2002,Toyota,Corolla,CE,Sedan,automatic,2t1br12e12c528071,fl,24,130035,beige,beige,autonation ford delray,1350,1500,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
2002,Toyota,Highlander,Base,SUV,automatic,jtehf21a020050514,ma,21,161194,silver,tan,boch honda west,4825,4400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt634x1cf02489,fl,43,85866,blue,black,mercedes benz of north orlando,4000,4300,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
